124.529;-271.011;953.287
124.769;-283.537;984.054
119.621;-280.444;943.458
119.1;-297.237;984.06
119.702;-284.726;973.586
119.702;-280.519;973.581
119.037;-270.097;953.292
117.207;-261.857;953.279
119.702;-249.207;973.586
127.365;-247.096;933.807
143.315;-284.229;994.737
138.257;-287.486;953.292
137.863;-285.889;963.331
138.788;-284.502;963.33
139.172;-284.281;953.282
139.172;-287.026;953.282
140.265;-295.474;973.58
140.265;-295.474;973.58
139.172;-290.231;953.287
139.172;-289.772;953.282
139.172;-289.315;953.287
140.638;-292.825;963.33
139.172;-289.772;953.282
139.172;-289.315;953.287
137.342;-286.571;953.292
137.737;-275.01;943.46
140.638;-271.092;963.332
139.172;-260.028;953.287
140.638;-257.681;963.332
139.172;-249.047;953.292
137.737;-243.76;943.454
137.342;-241.724;953.287
139.171;-236.228;953.261
136.33;-235.892;933.822
137.737;-238.778;943.457
139.172;-241.267;953.29
137.737;-238.778;943.457
137.737;-238.326;943.459
137.737;-238.778;943.457
136.331;-236.341;933.826
136.331;-236.341;933.826
137.737;-238.778;943.457
137.737;-239.231;943.454
139.172;-241.267;953.29
137.737;-238.778;943.457
137.737;-237.42;943.459
136.331;-226.927;933.827
139.171;-207.857;953.261
137.342;-199.624;953.292
136.427;-197.336;953.29
137.342;-195.506;953.29
136.939;-195.253;963.332
137.342;-192.302;953.287
137.342;-192.302;953.287
136.831;-189.866;943.457
136.831;-190.318;943.454
137.737;-190.318;943.454
137.737;-190.318;943.454
139.172;-192.302;953.287
139.172;-192.302;953.287
136.33;-188.375;933.822
136.33;-188.375;933.822
136.331;-186.135;933.825
136.331;-163.721;933.828
132.745;-156.549;933.828
132.745;-149.825;933.827
132.745;-146.239;933.827
132.744;-142.204;933.825
134.538;-139.515;933.825
137.342;-141.05;953.292
137.342;-139.219;953.286
137.342;-139.219;953.286
136.33;-136.376;933.822
137.342;-139.219;953.286
136.331;-135.928;933.825
136.33;-136.376;933.822
137.341;-139.676;953.282
136.831;-138.689;943.454
136.33;-136.824;933.818
136.831;-138.689;943.454
136.33;-136.824;933.818
136.33;-136.376;933.822
136.831;-130.99;943.46
136.831;-122.385;943.459
135.019;-113.78;943.457
134.953;-104.381;924.388
135.434;-103.205;933.822
136.831;-99.7406;943.459
131.409;-91.874;906.075
131.846;-89.7182;915.142
132.724;-87.5216;915.14
132.724;-87.0824;915.142
133.178;-87.0746;924.385
133.603;-86.2035;915.137
135.925;-88.8709;943.454
134.537;-87.9636;933.822
136.33;-87.9636;933.822
133.603;-85.7644;915.14
132.279;-85.3496;906.072
134.537;-87.9636;933.822
132.724;-86.2035;915.137
136.33;-87.9636;933.822
135.434;-87.5155;933.825
131.846;-84.8859;915.142
132.29;-78.6438;924.388
132.29;-70.6565;924.388
131.403;-56.9007;924.39
129.259;-42.306;897.189
132.29;-40.4823;924.388
131.846;-38.3201;915.14
131.409;-37.9406;906.075
130.982;-37.5684;897.188
133.603;-37.8809;915.142
133.603;-37.8809;915.142
130.982;-37.1378;897.189
132.279;-38.3754;906.072
132.279;-38.3754;906.072
132.279;-38.3754;906.072
132.279;-38.8104;906.075
136.33;-39.5507;933.822
131.409;-37.9406;906.075
130.088;-35.245;915.137
129.67;-27.9368;906.077
131.846;-11.5229;915.142
130.088;-6.25136;915.142
129.67;-1.40501;906.075
130.088;5.17042;915.142
130.088;9.1241;915.14
131.846;13.0778;915.142
131.409;12.0783;906.072
130.54;10.7735;906.075
130.12;10.6678;897.188
130.967;11.3206;915.137
130.12;10.6678;897.188
130.54;10.7735;906.075
130.12;10.6678;897.188
131.409;10.7735;906.075
130.54;10.7735;906.075
129.259;10.6678;897.188
129.259;10.2372;897.189
128.004;12.6967;888.475
128.8;14.688;906.077
127.536;21.8656;897.19
130.088;28.014;915.142
128.8;40.3499;906.075
128.799;52.093;906.062
128.003;56.1993;888.47
127.151;56.6259;888.473
129.259;58.9041;897.188
126.772;58.6157;879.928
128.857;58.7585;888.475
129.259;58.0428;897.19
128.857;58.332;888.475
128.857;58.3319;888.473
129.259;58.0428;897.19
129.259;58.0428;897.19
129.67;59.4876;906.075
129.259;57.1814;897.188
128.857;57.479;888.475
128.857;58.332;888.475
128.857;58.7585;888.475
129.259;58.0428;897.19
128.003;57.9053;888.47
129.67;64.2721;906.077
125.083;78.8905;879.926
126.401;94.8732;871.535
127.536;101.972;897.188
128.004;104.394;888.475
127.617;103.389;879.926
126.772;104.234;879.928
126.772;103.812;879.928
125.927;103.812;879.928
127.151;103.967;888.475
125.927;103.812;879.928
127.536;105.848;897.189
126.401;102.823;871.544
126.772;103.812;879.928
126.772;103.812;879.928
126.772;103.812;879.928
126.772;103.812;879.928
126.772;103.812;879.928
125.564;103.241;871.544
126.401;114.955;871.535
124.379;129.204;863.318
124.728;138.384;871.544
124.379;140.808;863.318
125.564;147.17;871.544
126.401;147.589;871.544
126.401;148.425;871.542
126.401;148.425;871.544
125.208;146.196;863.318
125.208;146.196;863.318
126.401;147.588;871.542
127.238;146.752;871.544
124.859;144.007;855.246
125.564;146.752;871.544
125.564;146.752;871.544
125.564;146.752;871.544
124.379;147.853;863.318
130.996;156.611;879.928
130.181;152.826;863.318
124.859;152.218;855.246
127.695;189.71;863.318
123.702;185.382;847.323
120.954;184.889;839.547
123.891;191.517;871.544
124.728;191.099;871.544
123.55;189.71;863.318
121.574;187.936;855.246
123.55;190.124;863.318
124.379;188.881;863.318
125.083;193.782;879.928
123.891;192.773;871.544
122.722;189.295;863.316
120.235;190.124;863.318
120.753;187.936;855.246
119.406;189.71;863.318
121.381;191.517;871.544
