-133.855;-64.9553;871.661
-147.535;-70.0522;888.556
-142.525;-68.4816;863.381
-147.234;-70.3909;871.623
-148.651;-71.0681;880.009
-148.651;-70.2232;880.009
-146.391;-68.7145;871.597
-144.183;-67.6527;863.381
-143.358;-66.4106;863.394
-142.017;-65.7896;855.321
-143.358;-66.4106;863.394
-143.358;-66.4106;863.394
-143.358;-66.4106;863.394
-143.358;-66.4106;863.394
-143.354;-65.9948;863.381
-143.354;-65.9948;863.381
-143.354;-65.9948;863.381
-143.354;-65.9948;863.381
-144.368;-69.6999;906.158
-122.082;-69.9557;915.2
-108.09;-67.2634;879.977
-104.709;-66.8399;879.967
-103.021;-66.4184;879.975
-101.202;-65.7855;871.59
-101.202;-65.7855;871.59
-101.202;-65.7855;871.59
-101.202;-65.7855;871.59
-101.202;-65.7855;871.59
-101.202;-65.7855;871.59
-102.176;-66.4183;879.975
-101.204;-63.6945;871.599
-101.202;-63.2751;871.59
-139.846;-87.4365;1204.4
-70.059;-66.6662;924.418
-59.0853;-63.4593;879.95
-58.807;-64.5029;888.502
-57.3956;-63.4593;879.95
-56.2477;-64.5028;888.501
-54.0161;-63.4592;879.948
-54.0169;-63.8822;879.953
-54.0161;-63.4592;879.948
-54.0161;-63.4592;879.948
-54.0161;-63.4592;879.948
-54.0161;-63.4592;879.948
-54.0161;-63.4592;879.948
-54.0161;-63.4592;879.948
-54.0161;-63.4592;879.948
-54.0161;-63.4592;879.948
-54.0161;-63.4592;879.948
-48.3595;-67.7951;933.851
-30.4268;-67.3457;933.84
-10.182;-63.2208;888.478
-8.47601;-62.7946;888.478
-8.55915;-63.4105;897.192
-8.64387;-63.6034;906.079
-8.64381;-64.0381;906.079
-8.64381;-64.0381;906.079
-8.64381;-64.0381;906.079
-8.64381;-64.0381;906.079
-8.64381;-64.0381;906.079
-8.64381;-64.0381;906.079
-8.64381;-64.0381;906.079
-8.64381;-64.0381;906.079
-8.64387;-63.6034;906.079
-8.64381;-64.0381;906.079
-8.64381;-64.0381;906.079
-8.73042;-64.6793;915.145
6.9458;-62.9793;897.188
34.1258;-64.2058;933.822
39.6779;-62.1174;897.181
39.6778;-61.6867;897.183
39.6778;-61.6867;897.183
39.6779;-62.1174;897.181
39.6779;-62.1174;897.181
39.6779;-62.1174;897.181
39.6779;-62.1174;897.181
39.6779;-62.1174;897.181
39.6779;-62.1174;897.181
39.6779;-62.1174;897.181
40.4717;-62.921;915.135
61.0219;-65.102;933.817
79.0421;-64.4439;924.377
85.2799;-63.3599;915.132
86.175;-62.7323;906.067
86.1911;-62.117;897.18
87.0371;-64.2385;915.132
87.0448;-63.6022;906.067
87.0371;-64.2385;915.132
87.0448;-63.6022;906.067
86.175;-63.6022;906.067
86.1911;-62.9783;897.18
86.1911;-62.9783;897.18
87.0448;-63.1674;906.071
86.1911;-62.9783;897.18
87.0449;-64.9064;906.051
107.922;-64.4714;906.053
131.403;-66.6628;924.385
131.845;-66.4349;915.133
130.966;-65.1167;915.127
135.359;-64.6771;915.12
135.359;-66.8739;915.127
134.888;-66.2114;906.062
135.359;-67.3135;915.132
135.359;-67.7525;915.127
135.359;-67.3135;915.132
135.359;-68.1914;915.12
136.628;-66.6467;906.067
136.15;-65.1316;897.18
138.874;-66.8744;915.137
138.874;-66.8738;915.126
134.889;-65.7768;906.067
134.481;-66.8739;915.127
135.84;-66.6622;924.375
134.481;-66.8739;915.127
135.84;-67.5497;924.375
135.84;-67.5497;924.375
135.84;-66.6622;924.375
141.709;-66.4462;933.811
194.477;-67.8731;973.57
188.074;-63.7988;915.129
190.121;-65.1015;933.814
182.803;-65.556;915.129
183.763;-67.9935;924.377
183.763;-67.106;924.377
183.763;-66.6626;924.383
183.762;-64.8869;924.369
183.763;-66.6626;924.383
183.763;-67.106;924.377
183.763;-67.106;924.377
183.763;-67.106;924.377
183.763;-67.106;924.377
183.762;-67.5493;924.369
183.763;-67.5501;924.383
183.763;-67.9935;924.377
182.803;-67.3132;915.129
182.802;-66.8735;915.121
188.328;-66.8945;933.814
188.074;-63.7988;915.129
188.953;-69.0704;915.129
231.126;-68.6313;915.133
228.835;-66.6462;906.061
228.835;-67.5161;906.061
228.835;-66.6462;906.061
228.835;-66.6462;906.061
228.835;-66.6462;906.061
228.835;-66.6462;906.061
228.835;-66.6462;906.061
228.835;-66.6462;906.061
228.835;-66.6462;906.061
228.835;-66.6462;906.061
228.835;-66.6462;906.061
230.246;-67.313;915.126
228.835;-66.6462;906.061
236.742;-67.7916;933.824
247.498;-68.6873;933.81
264.545;-68.9433;943.449
269.911;-68.6872;933.808
275.935;-66.4351;915.138
277.691;-66.874;915.131
280.498;-67.1064;924.386
280.499;-66.6629;924.389
281.387;-66.6629;924.389
278.571;-66.4351;915.138
279.45;-65.996;915.141
279.449;-66.4351;915.138
279.45;-65.996;915.141
279.45;-65.996;915.141
279.45;-65.996;915.141
279.45;-65.996;915.141
279.45;-65.996;915.141
279.45;-65.996;915.141
279.45;-65.996;915.141
281.387;-65.7755;924.39
288.74;-68.2394;933.816
317.86;-70.2106;973.584
322.81;-67.3435;933.826
323.098;-66.2193;924.391
323.098;-66.2193;924.391
322.211;-66.2193;924.391
319.866;-65.5568;915.142
319.866;-65.5568;915.142
319.866;-65.5568;915.142
323.098;-66.2193;924.391
323.098;-65.7755;924.389
319.865;-65.1174;915.141
319.865;-64.2388;915.141
319.865;-64.2388;915.141
323.097;-65.3315;924.385
319.864;-64.6778;915.137
317.567;-64.9074;906.077
319.865;-65.1174;915.141
